"Facity Name","id","Opening Date","Sector","Subdistrict","District","Province","District","Facility type","Ownership","LOCATION"
"Karimba DISP","1175","1/1/1970","Rusororo","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private","-1.980098 30.225306"
"Karongi (gisunzu) Police CS","159","1/1/2011","Rugabano","Kibuye Sub District","Karongi District","West","Karongi District","Health Center","Public","-2.0558 29.48041"
"Karongi DP","1087","1/1/1900","Bwishyura","Kibuye Sub District","Karongi District","West","Karongi District","District Pharmacy","Public","-2.067989 29.34535"
"Karora CS","160","1/1/2011","Mubuga","Mugonero Sub District","Karongi District","West","Karongi District","Health Center","Agree","-2.087 29.2908"
"Karubungo HP","1499","1/1/1900","Gitoki","Kiziguro Sub District","Gatsibo District","East","Gatsibo District","Health Post","Private",""
"Karumbi CS","182","1/1/2011","Murunda","Murunda Sub District","Rutsiro District","West","Rutsiro District","Health Center","Public","-1.8649 29.4512"
"KARUSHUNGA HP","1982","1/1/2017","RWIMIYAGA","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public","-1.323052 30.553294"
"Karwasa CS","312","1/1/2011","Cyuve","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Center","Public","-1.4896 29.6762"
"Katabagemu CS","372","1/1/2011","KATABAGEMU","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Center","Public","-1.4742 30.2769"
"Kavumu  DISP","1392","1/1/1900","Nyamabuye","Kabgayi Sub District","Muhanga District","South","Muhanga District","Dispensary","Private",""
"Kavumu (BUSOGO) HP","1947","1/1/2017","Busogo","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Post","Agree","-1.567929 29.570446"
"KAVUMU (BYIMANA) HP","2088","1/1/2017","Byimana","Gitwe Sub District","Ruhango District","South","Ruhango District","Health Post","Public","-2.174082 29.77827"
"KAVUMU (JOMBA) HP","1973","1/1/2017","Jomba","Shyira Sub District","Nyabihu District","West","Nyabihu District","Health Post","Public","-1.72629 29.61577"
"Kavumu (TWUMBA) HP","1883","1/1/2017","Twumba","Mugonero Sub District","Karongi District","West","Karongi District","Health Post","Public","-2.223513 29.400622"
"Kawangire Poste secondaire","1896","1/1/2017","Rukara","Gahini Sub District","Kayonza District","East","Kayonza District","Health Post level 2","Public","-1.82381 30.44718"
"Kayanga CS","21","1/1/2011","Rutunga","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Center","Public","-1.842 30.1905"
"Kayenzi (KAGOGO) HP","1743","1/1/2017","Kagogo","Butaro Sub District","Burera District","North","Burera District","Health Post","Agree","-1.369876 29.749908"
"KAYENZI (NTONGWE) HP","2089","1/1/2017","Ntongwe","Ruhango Sub District","Ruhango District","South","Ruhango District","Health Post","Public","-2.206336 29.865911"
"Kayenzi CS","147","1/1/2011","Kayenzi","Remera Rukoma Sub District","Kamonyi District","South","Kamonyi District","Health Center","Public","-1.9096 29.8548"
"Kayonza DISP","531","1/1/2011","Mukarange (Kayonza District)","Gahini Sub District","Kayonza District","East","Kayonza District","Dispensary","Private","-1.902225 30.507036"
"Kayonza DP","1096","1899-12-31","Nyamirama","Rwinkwavu Sub District","Kayonza District","East","Kayonza District","District Pharmacy","Public","-1.95228 30.52033"
"Kayonza Youth Friendly Center","1315","1/1/1900","Mukarange (Kayonza District)","Gahini Sub District","Kayonza District","East","Kayonza District","VCT center","Private",""
"Kayonza Youth Friendly Center","1315","1/1/1900","Mukarange (Kayonza District)","Gahini Sub District","Kayonza District","East","Kayonza District","VCT center","Community",""
"Kayove CS","183","1/1/2011","Ruhango (Rutsiro  District)","Murunda Sub District","Rutsiro District","West","Rutsiro District","Health Center","Public","-1.8872 29.3437"
"Kayumba HP","1714","1/1/2017","Nyamata","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Private","-2.125788 30.067957"
"Kazo PS","1661","5/24/2016","Kazo","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Post","",""
"Kibagabaga DH","22","1/1/2011","Kimironko","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","District Hospital","Public","-1.9308 30.112"
"KIBANGIRA HP","2108","1/1/2017","Bugarama","Mibilizi Sub District","Rusizi District","West","Rusizi District","Health Post","Public","-2.714176 29.037867"
"Kibara HP","1958","1/1/2017","Mutenderi","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Post","Public","-2.275686 30.532483"
"Kibatsi Poste secondaire","1959","1/1/2017","Rukira","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Post level 2","Public","-2.140475 30.632637"
"Kibayi CS","59","1/1/2011","Mukindo","Kibilizi Sub District","Gisagara District","South","Gisagara District","Health Center","Public","-2.732 29.8593"
"Kibeho CS","70","1/1/2011","Kibeho","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Center","Agree","-2.646 29.5532"
"KIBEHO Poste secondaire","2058","1/1/2017","Kibeho","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Post level 2","Public","-2.649606 29.559766"
"Kibenga HP","1705","1/1/2017","Mayange","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Public","-2.206757 30.096128"
"Kibilizi (gisagara) CS","60","1/1/2011","Kibirizi","Kibilizi Sub District","Gisagara District","South","Gisagara District","Health Center","Public","-2.6491 29.783"
"Kibilizi (nyanza) CS","41","1/1/2011","Kibilizi","Nyanza Sub District","Nyanza District","South","Nyanza District","Health Center","Agree","-2.3857 29.8948"
"Kibilizi DH","61","1/1/2011","Kibirizi","Kibilizi Sub District","Gisagara District","South","Gisagara District","District Hospital","Public","-2.6486 29.7834"
"Kibingo (nyamasheke) CS","260","1/1/2011","Gihombo","Kibogora Sub District","Nyamasheke District","West","Nyamasheke District","Health Center","Public","-2.1995 29.2612"
"Kibingo (rutsiro) CS","184","1/1/2011","Gihango","Murunda Sub District","Rutsiro District","West","Rutsiro District","Health Center","Public","-1.99639 29.35722"
"Kibirizi (Nyamagabe) CS","1280","9/1/2012","Kibirizi (Nyamagabe District)","Kigeme Sub District","Nyamagabe District","South","Nyamagabe District","Health Center","Public","-2.43491 29.56"
"Kibirizi HP","1884","1/1/2017","Rubengera","Kibuye Sub District","Karongi District","West","Karongi District","Health Post","Private","-2.052908 29.394001"
"Kibogora CS","261","1/1/2011","Kanjongo","Kibogora Sub District","Nyamasheke District","West","Nyamasheke District","Health Center","Agree","-2.3307 29.1373"
"Kibogora DH","262","1/1/2011","Kanjongo","Kibogora Sub District","Nyamasheke District","West","Nyamasheke District","District Hospital","Agree","-2.3262 29.1322"
"Kibondo CS","393","1/1/2011","Ngarama","Ngarama Sub District","Gatsibo District","East","Gatsibo District","Health Center","Public","-1.5639 30.3191"
"Kibuhuro HP","1885","1/1/2017","Twumba","Mugonero Sub District","Karongi District","West","Karongi District","Health Post","Public","-2.26028 29.342522"
"Kibumbwe CS","545","1/1/2011","Kibumbwe","Kaduha Sub District","Nyamagabe District","South","Nyamagabe District","Health Center","Public","-2.40132 29.44965"
"Kibungo CS","435","1/1/2011","Kibungo","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Center","Public","-2.1626 30.5437"
"Kibungo HP","1712","1/1/2017","Ntarama","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Private","-2.088221 30.037349"
"Kibungo Medical Center Clin","1442","1/1/2006","Kibungo","Kibungo Sub District","Ngoma District","East","Ngoma District","Medical Clinic","Private",""
"Kibungo RH","436","1/1/2011","Kibungo","Kibungo Sub District","Ngoma District","East","Ngoma District","Referral Hospital","Public","-2.1659 30.5394"
"Kibungo School of Nursing & Mi","1350","1/1/2005","Kibungo","Kibungo Sub District","Ngoma District","East","Ngoma District","Nursing School","Public",""
"Kibuye CS","161","1/1/2011","Bwishyura","Kibuye Sub District","Karongi District","West","Karongi District","Health Center","Public","-2.068 29.3453"
"Kibuye RH","162","1/1/2011","Bwishyura","Kibuye Sub District","Karongi District","West","Karongi District","Referral Hospital","Public","-2.067 29.3463"
"Kibyimba HP","1928","1/1/2017","Kabacuzi","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Post","Public","-1.932324 29.727836"
"Kicukiro CS","35","1/1/2011","Niboye","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Health Center","Agree","-1.9767 30.1145"
"Kicukiro DP","1077","1/1/1900","Gatenga","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","District Pharmacy","Public","-1.980819 30.090952"
"Kidakama HP","1744","1/1/2017","Gahunga","Butaro Sub District","Burera District","North","Burera District","Health Post","Public","-1.446065 29.680165"
"Kidashya HP","1792","1/1/2017","Jabana","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","Public","-1.862536 30.069488"
"Kidomo PS","519","1/1/2011","Kamubuga","Nemba Sub District","Gakenke District","North","Gakenke District","Health Post","Public","-1.57406 29.82479"
"Kiduha HP","1850","1/1/2017","Gishamvu","Kabutare Sub District","Huye District","South","Huye District","Health Post","Public","-2.610617 29.690265"
"Kigali Adventist Dental Clinic","1215","1/1/2014","Kacyiru","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private","-1.963747 30.103927"
"Kigali Adventist Medical","1216","1/1/2012","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private",""
"Kigali Dermatology Clin","1217","1/1/1970","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private","-1.95353 30.10294"
"kigali eye centre","1579","2/5/2015","Muhima","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Medical Clinic","Private",""
"Kigali Medical Center","1362","1/1/1900","Kimironko","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private",""
"Kigali Optic","1218","1/1/1970","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Medical Clinic","Private","-1.943522 30.058202"
"KIGARAMA (KATABAGEMU) HP","1983","1/1/2017","KATABAGEMU","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Agree","-1.463636 30.303342"
"Kigarama (KIGARAMA) HP","1903","1/1/2017","Kigarama","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Health Post","Public","-1.988885 30.060352"
"KIGARAMA (MWENDO) HP","2090","1/1/2017","Mwendo","Gitwe Sub District","Ruhango District","South","Ruhango District","Health Post","Public","-2.133933 29.68463"
"Kigarama (RUGARIKA) HP","1869","1/1/2017","Rugarika","Remera Rukoma Sub District","Kamonyi District","South","Kamonyi District","Health Post","Public","-2.006517 29.929539"
"Kigarama CS","1460","2/1/2014","Kigarama (Kirehe  District)","Kirehe Sub District","Kirehe District","East","Kirehe District","Health Center","Public",""
"Kigasha HP","1803","1/1/2017","Ngarama","Ngarama Sub District","Gatsibo District","East","Gatsibo District","Health Post","Public","-1.536333 30.269951"
"Kigembe CS","62","1/1/2011","Nyanza","Kibilizi Sub District","Gisagara District","South","Gisagara District","Health Center","Public","-2.78 29.7371"
"Kigeme CS","102","1/1/2011","Gasaka","Kigeme Sub District","Nyamagabe District","South","Nyamagabe District","Health Center","Agree","-2.4799 29.5257"
"Kigeme DH","103","1/1/2011","Gasaka","Kigeme Sub District","Nyamagabe District","South","Nyamagabe District","District Hospital","Public","-2.4793 29.5258"
"KIGENGE HP","2109","1/1/2017","Nzahaha","Mibilizi Sub District","Rusizi District","West","Rusizi District","Health Post","Public","-2.667173 28.982569"
"Kigese CS","148","1/1/2011","Rugarika","Remera Rukoma Sub District","Kamonyi District","South","Kamonyi District","Health Center","Public","-2.0146 29.9728"
"Kigogo CS","339","1/1/2011","Nyankenke","Byumba Sub District","Gicumbi District","North","Gicumbi District","Health Center","Public","-1.5933 30.0097"
"Kigoma CS","118","1/1/2011","Ruhango","Ruhango Sub District","Ruhango District","South","Ruhango District","Health Center","Public","-2.2618 29.7927"
"Kigufi CS","201","1/1/2011","Nyamyumba","Gisenyi Sub District","Rubavu District","West","Rubavu District","Health Center","Public","-1.751 29.2786"
"Kijojo PS","1502","1/1/1900","MUSHERI","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public",""
"Kimana HP","1836","1/1/2017","Musha","Gakoma Sub District","Gisagara District","South","Gisagara District","Health Post","Public","-2.513353 29.815086"
"KIMIRIMA HP","2038","1/1/2017","Busoro","Nyanza Sub District","Nyanza District","South","Nyanza District","Health Post","Public","-2.249956 29.925341"
"KIMISAGARA HP","2045","1/1/2017","Kimisagara","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Health Post","Private","-1.956224 30.052366"
"Kimisagara Youth Friendly Cent","1316","1/1/1900","Kimisagara","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","VCT center","Private",""
"Kimonyi CS","622","1/1/2011","Kimonyi","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Center","","-1.512283 29.598688"
"Kinazi CS","119","1/1/2011","Kinazi (Ruhango  District)","Ruhango Sub District","Ruhango District","South","Ruhango District","Health Center","Public","-2.1926 29.9046"
"Kindama HP","1721","1/1/2017","Ruhuha","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Private","-2.3116 30.062238"
"King Faisal Hospital HNR","24","1/1/2011","Kacyiru","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Referral Hospital","Public","-1.9439 30.0951"
"King Power DISP","1176","1/1/1970","Gitega","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private","-1.942529 30.049339"
"Kinigi CS","313","1/1/2011","Kinigi","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Center","Public","-1.449 29.5824"
"Kinihira (rulindo) CS","273","1/1/2011","KINIHIRA (Rulindo)","Kinihira Sub District","Rulindo District","North","Rulindo District","Health Center","Public","-1.661 29.9885"
"Kinihira (rutsiro) CS","185","1/1/2011","Kigeyo","Murunda Sub District","Rutsiro District","West","Rutsiro District","Health Center","Public","-1.832 29.3464"
"Kinihira PH","1313","3/15/2013","KINIHIRA (Rulindo)","Kinihira Sub District","Rulindo District","North","Rulindo District","Provincial Hospital","Public","-1.661871 29.988553"
"Kinini CS","1231","1/1/1900","RUSIGA","Rutongo Sub District","Rulindo District","North","Rulindo District","Health Center","Agree","-1.7726 29.9327"
"KININI HP","2013","1/1/2017","Bushekeri","Bushenge Sub District","Nyamasheke District","West","Nyamasheke District","Health Post","Public","-2.3841 29.084421"
"Kinini Poste secondaire","1652","12/7/2015","RUSIGA","Rutongo Sub District","Rulindo District","North","Rulindo District","Health Post level 2","",""
