name,id,long_name,contact_person,phone_number,alt_phone_number,catchment_population,point_x,point_y,parent_location_id,parent_location_name,location_type_name,location_ownership_name,infrastructure_ids,infrastructure_names,service_ids,service_names,facility_type
Eengolo Clinic,10419,,,65251627,,4467,-17.6082,15.07905,10616,Outapi District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Anamulenge Clinic,10417,,,65251021,,3863,-17.4947,15.016282,10616,Outapi District,Facility,Faith Based Organisation,"1,5,6,7,9,11,13,14,16,17,18","Ambulances,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Health Assistants","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Sheetekela Clinic,10466,,,,,,-17.4813,15.37267,10614,Oshikuku District,Facility,Public_MoHSS,"5,6,9","Electricity,Running Water,Toilets","1,2,3,8,31,32,37,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Othika Clinic,10460,,,,,,-17.8188,15.43961,10614,Oshikuku District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,3,8,31,32,37,39,41,52,53","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshitutuma (St. Benedict) Clinic,10458,,,,,4453,-17.6726,15.368678,10614,Oshikuku District,Facility,Faith Based Organisation,"5,6,7,9,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,37,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshikuku St Martin District Hospital,10456,,,65254600,,8510,-17.6604,15.476226,10614,Oshikuku District,Facility,Faith Based Organisation,"2,4,5,6,7,9,10,11","Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number","4,1,2,3,8,31,32,37,39,41,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Hospital
Oshikuku District Health Office,12019,,,,,,-17.888,15.07081,10614,Oshikuku District,Facility,Public_MoHSS,,,,,District Health Office
Onheleiwa Clinic,10453,,,811616518,,13964,-17.4215,15.4682,10614,Oshikuku District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,31,32,37,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onaanda Clinic,10447,,,,,20016,-17.9072,15.34905,10614,Oshikuku District,Facility,Public_MoHSS,"7,9,13,16,17,20","Health Extension Workers,Toilets,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,37,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Omutundungu Clinic,10446,,,811618742,,,-17.4971,15.41877,10614,Oshikuku District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,37,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Omuthitugwonyama Clinic,10445,,,,,6374,-17.5219,15.27576,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Omagalanga Clinic,10442,,,,,,-17.627,15.43546,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Olutsiidhi Clinic,10441,,,811616520,,6096,-17.8219,15.28678,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",,,Clinic
Olupandu Clinic,10439,,,811616394,,12822,-17.5753,15.60125,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Okathitu Clinic,10437,,,,,,-17.5175,15.31618,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",,,Clinic
Okando Clinic,10436,,,,,12994,-17.5749,15.381792,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Okalongo Health Centre,10435,,,811562702,,55004,-17.4385,15.32756,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Health Centre
Ogongo Clinic,10431,,,,,4354,-17.6989,15.28141,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",38,Ante Natal Clinic Services,Clinic
Odimbwa Clinic,10430,,,811616396,,10459,-17.472,15.50304,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Iipanddayamiti Clinic,10424,,,,,5818,-17.6633,15.60636,10614,Oshikuku District,Facility,Public_MoHSS,"7,10,4","Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Epoko Clinic,10421,,,,,11454,-17.4616,15.20782,10614,Oshikuku District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Elim Health Centre,10420,,,,,10248,-17.7284,15.49682,10614,Oshikuku District,Facility,Public_MoHSS,"20,10,4","Administrative Officers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Health Centre
Uutsathima Clinic,10469,,,,,478,-18.4555,14.83749,10606,Okahao District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",38,Ante Natal Clinic Services,Clinic
Otamanzi Clinic,10459,,,,,6542,-17.9944,15.25286,10606,Okahao District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Onkani Clinic,10454,,,,,517,-18.1734,15.43974,10606,Okahao District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Onamatanga Clinic,10449,,,65685076,,517,-18.3427,14.49775,10606,Okahao District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Oluteyi Clinic,10440,,,65252127,,5483,-17.8302,15.16555,10606,Okahao District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Okahao Medical Clinic,10434,,,,,,-17.8859,15.06381,10606,Okahao District,Facility,Private,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Okahao District Hospital,10432,,,,,,-17.888,15.07081,10606,Okahao District,Facility,Public_MoHSS,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Hospital
Okahao District Health Office,12011,,,,,,-17.888,15.07081,10606,Okahao District,Facility,Public_MoHSS,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,District Health Office
Okahao Clinic,10433,,,65252128,,8862,-17.8887,15.07111,10606,Okahao District,Facility,Public_MoHSS,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Clinic
Indira Gandhi Health Centre,10426,,,,,6835,-17.985,15.044444,10606,Okahao District,Facility,Public_MoHSS,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",38,Ante Natal Clinic Services,Health Centre
Etilyasa Clinic,10422,,,811620692,,5153,-17.9816,15.1471,10606,Okahao District,Facility,Public_MoHSS,"5,6,7,9,11,16,17,18","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses,Health Assistants","1,2,3,8,31,32,37,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Amarika Clinic,10416,,065685060,,,338,-18.3457,15.193087,10606,Okahao District,Facility,Public_MoHSS,"5,6,7,11","Electricity,Running Water,Health Extension Workers,Phone Number","1,2,3,31,32,37,38,39,40,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,DNA EID Testing",Clinic
Witvlei Clinic,10415,,,,,,-22.4209,18.48991,10595,Gobabis District,Facility,Public_MoHSS,"5,6,8,9,10,11,13,16,17","Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,49,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Psychiatric Services,Option B+,DNA EID Testing",Clinic
Tallismanus/Rietfontein Clinic,10414,,,,,,-21.8435,20.74985,10595,Gobabis District,Facility,Public_MoHSS,,,1,HIV Testing Services,Clinic
Sendingplaas Clinic,10413,,,62568388,,,-21.6944,19.101995,10595,Gobabis District,Facility,Public_MoHSS,"5,6,9,10,11,13,16,17","Electricity,Running Water,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,49,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Psychiatric Services,Option B+,DNA EID Testing",Clinic
Otjinene Health Centre,10412,,,,,,-21.1389,18.78333,10595,Gobabis District,Facility,Public_MoHSS,"7,10,4","Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Health Centre
Otjimanangombe Clinic,10411,,,816112113,,,-21.4349,19.89589,10595,Gobabis District,Facility,Public_MoHSS,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Clinic
Onderombapa Clinic,10410,,,814733491,,,-23.1915,19.55316,10595,Gobabis District,Facility,Public_MoHSS,"20,7,10,4","Administrative Officers,Health Extension Workers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Omitara Clinic,10409,,,813629286,,,-22.2892,17.973011,10595,Gobabis District,Facility,Public_MoHSS,"20,10,4","Administrative Officers,Internet,Mortuary",36,Anti Retroviral Therapy IMAI Site,Clinic
Omaheke Regional Health Office,11976,,,,,,-22.4503,18.975847,10595,Gobabis District,Facility,Public_MoHSS,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Regional Health Office
Leonardville Clinic,10408,,,813629288,,,-23.5025,18.787547,10595,Gobabis District,Facility,Public_MoHSS,"4,5,6,9,10,13,16,17","Mortuary,Electricity,Running Water,Toilets,Internet,Computers,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,49,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Psychiatric Services,Option B+,DNA EID Testing",Clinic
Harnas Lifeline Clinic,10407,,,,,,-21.5977,19.416085,10595,Gobabis District,Facility,Private,"1,7,10","Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Clinic
Gobabis Health Centre,10405,,,,,,-22.4503,18.975847,10595,Gobabis District,Facility,Private,"20,1,7,10","Administrative Officers,Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Health Centre
Gobabis District Hospital,10406,,,62566200,,,-22.4555,18.97605,10595,Gobabis District,Facility,Public_MoHSS,"1,7,10","Ambulances,Health Extension Workers,Internet",36,Anti Retroviral Therapy IMAI Site,Hospital
Gobabis District Health Office,12000,,,,,,-22.4503,18.975847,10595,Gobabis District,Facility,Public_MoHSS,,,,,District Health Office
Epukiro Post 3 Clinic,10404,,,817863910,,,-21.5976,19.4143,10595,Gobabis District,Facility,Public_MoHSS,"4,5,6,8,9,10,13,14,16,17","Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,36,38,39,40,41,49,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Psychiatric Services,Option B+,DNA EID Testing",Clinic
Epako Clinic,10403,,,62566148,,,-22.4468,18.9916,10595,Gobabis District,Facility,Public_MoHSS,"4,5,6,8,9,10,11,13,16,17,19,20","Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","4,1,2,3,8,31,32,36,38,39,40,41,49,50,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Psychiatric Services,Ophthamology & Eye Surgery,Option B+,DNA EID Testing",Clinic
